Name,Assigned Male,Year,Assigned Female,Total
Eleanor,,1981,27.0,27.0
Erica,,1981,26.0,26.0
Lara,,1981,26.0,26.0
Leah,,1981,26.0,26.0
Leona,,1981,26.0,26.0
Bernadette,,1981,25.0,25.0
Carole,,1981,25.0,25.0
Eileen,,1981,25.0,25.0
Colleen,,1981,24.0,24.0
Geraldine,,1981,24.0,24.0
Jade,,1981,24.0,24.0
Kimberly,,1981,24.0,24.0
Ailsa,,1981,23.0,23.0
Jaclyn,,1981,23.0,23.0
Debra,,1981,22.0,22.0
Nicole,,1981,22.0,22.0
Jemma,,1981,21.0,21.0
Kerrie,,1981,21.0,21.0
Linzi,,1981,21.0,21.0
Moira,,1981,21.0,21.0
Sally,,1981,21.0,21.0
Georgina,,1981,20.0,20.0
Hilary,,1981,20.0,20.0
Irene,,1981,20.0,20.0
Karin,,1981,20.0,20.0
Tammy,,1981,20.0,20.0
Teresa,,1981,20.0,20.0
Julia,,1981,28.0,28.0
Ann-Marie,,1981,19.0,19.0
Alanna,,1981,28.0,28.0
Lyn,,1981,29.0,29.0
Charlotte,,1981,36.0,36.0
Colette,,1981,36.0,36.0
Judith,,1981,36.0,36.0
Louisa,,1981,36.0,36.0
Maureen,,1981,36.0,36.0
Morag,,1981,36.0,36.0
Nadia,,1981,36.0,36.0
Theresa,,1981,36.0,36.0
Janice,,1981,35.0,35.0
Lianne,,1981,35.0,35.0
Audrey,,1981,34.0,34.0
Katy,,1981,34.0,34.0
Lee-Anne,,1981,34.0,34.0
Lynette,,1981,34.0,34.0
Natasha,,1981,34.0,34.0
Alyson,,1981,33.0,33.0
Beverley,,1981,32.0,32.0
Carla,,1981,32.0,32.0
Clair,,1981,32.0,32.0
Kirstin,,1981,32.0,32.0
Rosemary,,1981,32.0,32.0
Janet,,1981,31.0,31.0
Alexandra,,1981,30.0,30.0
Sonia,,1981,30.0,30.0
Valerie,,1981,30.0,30.0
Carly,,1981,29.0,29.0
Dianne,,1981,29.0,29.0
Isla,,1981,29.0,29.0
Kay,,1981,29.0,29.0
Marianne,,1981,29.0,29.0
Cara,,1981,36.0,36.0
Evelyn,,1981,19.0,19.0
Jessica,,1981,19.0,19.0
Dana,,1981,14.0,14.0
Eve,,1981,14.0,14.0
Jolene,,1981,14.0,14.0
Linsay,,1981,14.0,14.0
Liza,,1981,14.0,14.0
Monica,,1981,14.0,14.0
Selina,,1981,14.0,14.0
Terri,,1981,14.0,14.0
Evonne,,1981,13.0,13.0
Gaynor,,1981,13.0,13.0
Grace,,1981,13.0,13.0
Holly,,1981,13.0,13.0
Kara,,1981,13.0,13.0
Katharine,,1981,13.0,13.0
Kellie,,1981,13.0,13.0
Sharron,,1981,13.0,13.0
Aimee,,1981,12.0,12.0
Chloe,,1981,12.0,12.0
Dionne,,1981,12.0,12.0
Elspeth,,1981,12.0,12.0
Isobel,,1981,12.0,12.0
Karyn,,1981,12.0,12.0
Marina,,1981,12.0,12.0
Annmarie,,1981,11.0,11.0
Charmaine,,1981,11.0,11.0
Gwen,,1981,11.0,11.0
Janis,,1981,11.0,11.0
June,,1981,11.0,11.0
Kristin,,1981,11.0,11.0
Brenda,,1981,14.0,14.0
Jan,,1981,19.0,19.0
Anita,,1981,14.0,14.0
Kerry-Ann,,1981,15.0,15.0
Leigh-Ann,,1981,19.0,19.0
Rosalind,,1981,19.0,19.0
Sheena,,1981,19.0,19.0
Sian,,1981,19.0,19.0
Tanya,,1981,19.0,19.0
Veronica,,1981,19.0,19.0
Ellen,,1981,18.0,18.0
Faye,,1981,18.0,18.0
Janine,,1981,18.0,18.0
Jenny,,1981,18.0,18.0
Kerri,,1981,18.0,18.0
Nadine,,1981,18.0,18.0
Rona,,1981,18.0,18.0
Stefanie,,1981,18.0,18.0
Susanne,,1981,18.0,18.0
Sylvia,,1981,18.0,18.0
Josephine,,1981,17.0,17.0
Roslyn,,1981,17.0,17.0
Sarah-Jane,,1981,17.0,17.0
Abigail,,1981,16.0,16.0
Annette,,1981,16.0,16.0
Esther,,1981,16.0,16.0
Iona,,1981,16.0,16.0
Kaye,,1981,16.0,16.0
Kirstie,,1981,16.0,16.0
Sheryl,,1981,16.0,16.0
Anne-Marie,,1981,15.0,15.0
Avril,,1981,15.0,15.0
Joan,,1981,15.0,15.0
Sharlene,,1981,15.0,15.0
Lana,,1981,11.0,11.0
Ashleigh,,1981,36.0,36.0
Lee-Ann,,1981,38.0,38.0
Debbie,,1981,215.0,215.0
Lynn,,1981,213.0,213.0
Lorna,,1981,212.0,212.0
Tracy,,1981,203.0,203.0
Suzanne,,1981,199.0,199.0
Yvonne,,1981,188.0,188.0
Cheryl,,1981,184.0,184.0
Natalie,,1981,180.0,180.0
Diane,,1981,166.0,166.0
Helen,,1981,163.0,163.0
Pauline,,1981,163.0,163.0
Rachel,,1981,157.0,157.0
Clare,,1981,155.0,155.0
Carol,,1981,153.0,153.0
Christine,,1981,151.0,151.0
Linda,,1981,151.0,151.0
Dawn,,1981,144.0,144.0
Rebecca,,1981,143.0,143.0
Stephanie,,1981,142.0,142.0
Jill,,1981,137.0,137.0
Tracey,,1981,133.0,133.0
Jane,,1981,132.0,132.0
Stacey,,1981,130.0,130.0
Paula,,1981,129.0,129.0
Shona,,1981,128.0,128.0
Anna,,1981,126.0,126.0
Charlene,,1981,124.0,124.0
Anne,,1981,123.0,123.0
Marie,,1981,121.0,121.0
Heather,,1981,219.0,219.0
Catriona,,1981,118.0,118.0
Lorraine,,1981,229.0,229.0
Lesley,,1981,251.0,251.0
Charissa,,1981,1.0,1.0
Claire,,1981,917.0,917.0
Nicola,,1981,786.0,786.0
Emma,,1981,690.0,690.0
Jennifer,,1981,675.0,675.0
Michelle,,1981,666.0,666.0
Sarah,,1981,628.0,628.0
Fiona,,1981,591.0,591.0
Karen,,1981,561.0,561.0
Gillian,,1981,525.0,525.0
Kirsty,,1981,440.0,440.0
Donna,,1981,430.0,430.0
Kelly,,1981,413.0,413.0
Pamela,,1981,386.0,386.0
Susan,,1981,384.0,384.0
Angela,,1981,358.0,358.0
Amanda,,1981,339.0,339.0
Lynsey,,1981,322.0,322.0
Sharon,,1981,313.0,313.0
Lynne,,1981,296.0,296.0
Deborah,,1981,288.0,288.0
Joanne,,1981,285.0,285.0
Victoria,,1981,285.0,285.0
Caroline,,1981,276.0,276.0
Alison,,1981,265.0,265.0
Leanne,,1981,263.0,263.0
Gemma,,1981,259.0,259.0
Elaine,,1981,258.0,258.0
Jacqueline,,1981,256.0,256.0
Elizabeth,,1981,250.0,250.0
Naomi,,1981,37.0,37.0
Samantha,,1981,116.0,116.0
Ruth,,1981,113.0,113.0
Maria,,1981,59.0,59.0
Vicki,,1981,59.0,59.0
Arlene,,1981,58.0,58.0
Gayle,,1981,58.0,58.0
Mandy,,1981,57.0,57.0
Rachael,,1981,55.0,55.0
Hannah,,1981,54.0,54.0
Leeanne,,1981,50.0,50.0
Diana,,1981,49.0,49.0
Danielle,,1981,48.0,48.0
Kate,,1981,48.0,48.0
Katie,,1981,48.0,48.0
Allison,,1981,47.0,47.0
Lynda,,1981,47.0,47.0
Marion,,1981,47.0,47.0
Barbara,,1981,46.0,46.0
Stacy,,1981,46.0,46.0
Kirsteen,,1981,45.0,45.0
Melissa,,1981,44.0,44.0
Siobhan,,1981,44.0,44.0
Adele,,1981,42.0,42.0
Hayley,,1981,42.0,42.0
Nichola,,1981,41.0,41.0
Vikki,,1981,41.0,41.0
Jenna,,1981,40.0,40.0
Leeann,,1981,40.0,40.0
Lynsay,,1981,40.0,40.0
Emily,,1981,39.0,39.0
Jayne,,1981,39.0,39.0
Eilidh,,1981,59.0,59.0
Joanna,,1981,114.0,114.0
Carolyn,,1981,60.0,60.0
Sandra,,1981,62.0,62.0
Mary,,1981,109.0,109.0
Denise,,1981,104.0,104.0
Mhairi,,1981,98.0,98.0
Hazel,,1981,97.0,97.0
Lauren,,1981,96.0,96.0
Kathryn,,1981,94.0,94.0
Carrie,,1981,92.0,92.0
Lyndsey,,1981,92.0,92.0
Lucy,,1981,91.0,91.0
Gail,,1981,90.0,90.0
Katherine,,1981,90.0,90.0
Christina,,1981,89.0,89.0
Linsey,,1981,89.0,89.0
Wendy,,1981,89.0,89.0
Katrina,,1981,86.0,86.0
Kimberley,,1981,86.0,86.0
Ann,,1981,83.0,83.0
Sara,,1981,82.0,82.0
Jillian,,1981,81.0,81.0
Melanie,,1981,81.0,81.0
Kathleen,,1981,80.0,80.0
Lindsey,,1981,78.0,78.0
Kirsten,,1981,77.0,77.0
Lyndsay,,1981,76.0,76.0
Alana,,1981,69.0,69.0
Mairi,,1981,68.0,68.0
Zoe,,1981,68.0,68.0
Aileen,,1981,67.0,67.0
Patricia,,1981,66.0,66.0
Shelley,,1981,61.0,61.0
Carolynne,,1981,3.0,3.0
Lori,,1981,11.0,11.0
Miriam,,1981,11.0,11.0
Nazia,,1981,5.0,5.0
Penelope,,1981,5.0,5.0
Rhiannon,,1981,5.0,5.0
Ria,,1981,5.0,5.0
Robyn,,1981,5.0,5.0
Rochelle,,1981,5.0,5.0
Sandie,,1981,5.0,5.0
Sharleen,,1981,5.0,5.0
Shazia,,1981,5.0,5.0
Shelly,,1981,5.0,5.0
Sophie,,1981,5.0,5.0
Abbie,,1981,4.0,4.0
April,,1981,4.0,4.0
Ayesha,,1981,4.0,4.0
Beatrice,,1981,4.0,4.0
Beverly,,1981,4.0,4.0
Bianca,,1981,4.0,4.0
Bryony,,1981,4.0,4.0
Carlene,,1981,4.0,4.0
Carlyn,,1981,4.0,4.0
Carolanne,,1981,4.0,4.0
Corinna,,1981,4.0,4.0
Dominique,,1981,4.0,4.0
Estelle,,1981,4.0,4.0
Freda,,1981,4.0,4.0
Gabriella,,1981,4.0,4.0
Gabrielle,,1981,4.0,4.0
Hanna,,1981,4.0,4.0
Helena,,1981,4.0,4.0
Morna,,1981,5.0,5.0
Janey,,1981,4.0,4.0
Marnie,,1981,5.0,5.0
Lynnette,,1981,5.0,5.0
Zoey,,1981,6.0,6.0
Alexa,,1981,5.0,5.0
Antonia,,1981,5.0,5.0
Bethan,,1981,5.0,5.0
Bridget,,1981,5.0,5.0
Candice,,1981,5.0,5.0
Carolyne,,1981,5.0,5.0
Carrie-Ann,,1981,5.0,5.0
Carrie-Anne,,1981,5.0,5.0
Catrina,,1981,5.0,5.0
Constance,,1981,5.0,5.0
Corrina,,1981,5.0,5.0
Dorothy,,1981,5.0,5.0
Elinor,,1981,5.0,5.0
Elisabeth,,1981,5.0,5.0
Farzana,,1981,5.0,5.0
Haley,,1981,5.0,5.0
Jeanette,,1981,5.0,5.0
Julie-Ann,,1981,5.0,5.0
Kelly-Ann,,1981,5.0,5.0
Kelly-Marie,,1981,5.0,5.0
Kellyanne,,1981,5.0,5.0
Kirsty-Anne,,1981,5.0,5.0
Kristina,,1981,5.0,5.0
Laura-Jane,,1981,5.0,5.0
Lea-Anne,,1981,5.0,5.0
Leann,,1981,5.0,5.0
Leesa,,1981,5.0,5.0
Leila,,1981,5.0,5.0
Mari,,1981,5.0,5.0
Yvette,,1981,6.0,6.0
Johan,,1981,4.0,4.0
Jordana,,1981,4.0,4.0
Susanna,,1981,4.0,4.0
Tamara,,1981,4.0,4.0
Teri,,1981,4.0,4.0
Tessa,,1981,4.0,4.0
Therese,,1981,4.0,4.0
Toni,,1981,4.0,4.0
Trudy,,1981,4.0,4.0
Williamina,,1981,4.0,4.0
Afshan,,1981,3.0,3.0
Aislinn,,1981,3.0,3.0
Alaina,,1981,3.0,3.0
Alexandrina,,1981,3.0,3.0
Alyssa,,1981,3.0,3.0
Amanda-Jane,,1981,3.0,3.0
Angharad,,1981,3.0,3.0
Angie,,1981,3.0,3.0
Anouska,,1981,3.0,3.0
Anthea,,1981,3.0,3.0
Arwen,,1981,3.0,3.0
Ashlie,,1981,3.0,3.0
Asma,,1981,3.0,3.0
Belinda,,1981,3.0,3.0
Bethany,,1981,3.0,3.0
Brigid,,1981,3.0,3.0
Brooke,,1981,3.0,3.0
Camilla,,1981,3.0,3.0
Cari,,1981,3.0,3.0
Carmen,,1981,3.0,3.0
Shonagh,,1981,4.0,4.0
Joleen,,1981,4.0,4.0
Sheona,,1981,4.0,4.0
Shauna,,1981,4.0,4.0
Karolyn,,1981,4.0,4.0
Karrie,,1981,4.0,4.0
Katriona,,1981,4.0,4.0
Kelli,,1981,4.0,4.0
Keri,,1981,4.0,4.0
Kirstine,,1981,4.0,4.0
Laura-Ann,,1981,4.0,4.0
Lesa,,1981,4.0,4.0
Lia,,1981,4.0,4.0
Lilian,,1981,4.0,4.0
Lois,,1981,4.0,4.0
Lora,,1981,4.0,4.0
Lucia,,1981,4.0,4.0
Lucie,,1981,4.0,4.0
Lucinda,,1981,4.0,4.0
Maeve,,1981,4.0,4.0
Maree,,1981,4.0,4.0
Marian,,1981,4.0,4.0
Marianna,,1981,4.0,4.0
Nathalie,,1981,4.0,4.0
Penny,,1981,4.0,4.0
Rae,,1981,4.0,4.0
Rowena,,1981,4.0,4.0
Roxanne,,1981,4.0,4.0
Sadia,,1981,4.0,4.0
Sasha,,1981,4.0,4.0
Senga,,1981,4.0,4.0
Serena,,1981,4.0,4.0
Shannon,,1981,4.0,4.0
Shelagh,,1981,4.0,4.0
Maxine,,1981,11.0,11.0
Tamsin,,1981,6.0,6.0
Sacha,,1981,6.0,6.0
Rebekah,,1981,9.0,9.0
Saira,,1981,9.0,9.0
Sonya,,1981,9.0,9.0
Vanessa,,1981,9.0,9.0
Zara,,1981,9.0,9.0
Amelia,,1981,8.0,8.0
Andrena,,1981,8.0,8.0
Annemarie,,1981,8.0,8.0
Carol-Ann,,1981,8.0,8.0
Carol-Anne,,1981,8.0,8.0
Cassandra,,1981,8.0,8.0
Erika,,1981,8.0,8.0
Felicity,,1981,8.0,8.0
Jacqui,,1981,8.0,8.0
Layla,,1981,8.0,8.0
Lesley-Anne,,1981,8.0,8.0
Megan,,1981,8.0,8.0
Rhonda,,1981,8.0,8.0
Rose,,1981,8.0,8.0
Sabrina,,1981,8.0,8.0
Seonaid,,1981,8.0,8.0
Shabana,,1981,8.0,8.0
Sonja,,1981,8.0,8.0
Tara,,1981,8.0,8.0
Vickie,,1981,8.0,8.0
Adelle,,1981,7.0,7.0
Agnes,,1981,7.0,7.0
Ailie,,1981,7.0,7.0
Allyson,,1981,7.0,7.0
Mhari,,1981,9.0,9.0
Annie,,1981,7.0,7.0
Martha,,1981,9.0,9.0
Karina,,1981,9.0,9.0
Nina,,1981,11.0,11.0
Stella,,1981,11.0,11.0
Tina,,1981,11.0,11.0
Vivien,,1981,11.0,11.0
Alicia,,1981,10.0,10.0
Collette,,1981,10.0,10.0
Connie,,1981,10.0,10.0
Davina,,1981,10.0,10.0
Jocelyn,,1981,10.0,10.0
Liane,,1981,10.0,10.0
Marissa,,1981,10.0,10.0
Olivia,,1981,10.0,10.0
Philippa,,1981,10.0,10.0
Roseanne,,1981,10.0,10.0
Sheila,,1981,10.0,10.0
Simone,,1981,10.0,10.0
Sinead,,1981,10.0,10.0
Sophia,,1981,10.0,10.0
Vivienne,,1981,10.0,10.0
Adrienne,,1981,9.0,9.0
Aisha,,1981,9.0,9.0
Allana,,1981,9.0,9.0
Cherie,,1981,9.0,9.0
Isabel,,1981,9.0,9.0
Jacquelyn,,1981,9.0,9.0
Joyce,,1981,9.0,9.0
Julie-Anne,,1981,9.0,9.0
Justine,,1981,9.0,9.0
Kari,,1981,9.0,9.0
Lesley-Ann,,1981,9.0,9.0
Saima,,1981,6.0,6.0
Carina,,1981,7.0,7.0
Clara,,1981,7.0,7.0
Donna-Marie,,1981,6.0,6.0
Elise,,1981,6.0,6.0
Emma-Jane,,1981,6.0,6.0
Flora,,1981,6.0,6.0
Freya,,1981,6.0,6.0
Gael,,1981,6.0,6.0
Genna,,1981,6.0,6.0
Ingrid,,1981,6.0,6.0
Isabella,,1981,6.0,6.0
Jennie,,1981,6.0,6.0
Jo-Anne,,1981,6.0,6.0
Joann,,1981,6.0,6.0
Johanne,,1981,6.0,6.0
Joy,,1981,6.0,6.0
Judy,,1981,6.0,6.0
Juliette,,1981,6.0,6.0
Kelly-Anne,,1981,6.0,6.0
Kristen,,1981,6.0,6.0
Kristine,,1981,6.0,6.0
Leigh-Anne,,1981,6.0,6.0
Leighanne,,1981,6.0,6.0
Lisa-Marie,,1981,6.0,6.0
Marisa,,1981,6.0,6.0
Michaela,,1981,6.0,6.0
Miranda,,1981,6.0,6.0
Nancy,,1981,6.0,6.0
Norma,,1981,6.0,6.0
Roberta,,1981,6.0,6.0
Roseann,,1981,6.0,6.0
Corinne,,1981,6.0,6.0
Christy,,1981,7.0,7.0
Carolann,,1981,6.0,6.0
Annabel,,1981,6.0,6.0
Coleen,,1981,7.0,7.0
Daniella,,1981,7.0,7.0
Elisa,,1981,7.0,7.0
Emma-Louise,,1981,7.0,7.0
Eva,,1981,7.0,7.0
Fay,,1981,7.0,7.0
Francesca,,1981,7.0,7.0
Gina,,1981,7.0,7.0
Janette,,1981,7.0,7.0
Johanna,,1981,7.0,7.0
Joni,,1981,7.0,7.0
Karla,,1981,7.0,7.0
Kirsti,,1981,7.0,7.0
Lea,,1981,7.0,7.0
Leighann,,1981,7.0,7.0
Lydia,,1981,7.0,7.0
Madeleine,,1981,7.0,7.0
Marlene,,1981,7.0,7.0
Maryann,,1981,7.0,7.0
May,,1981,7.0,7.0
Rhea,,1981,7.0,7.0
Roisin,,1981,7.0,7.0
Rosalyn,,1981,7.0,7.0
Sheree,,1981,7.0,7.0
Wilma,,1981,7.0,7.0
Aimi,,1981,6.0,6.0
Ainsley,,1981,6.0,6.0
Alexandria,,1981,6.0,6.0
Amber,,1981,6.0,6.0
Beth,,1981,6.0,6.0
Charleen,,1981,1.0,1.0
Darrell,4.0,1981,,4.0
Che,,1981,1.0,1.0
Abhinav,1.0,1981,,1.0
Adel,1.0,1981,,1.0
Ahmet,1.0,1981,,1.0
Ainslie,1.0,1981,1.0,2.0
Akbar,1.0,1981,,1.0
Sydney,2.0,1981,,2.0
Taylor,2.0,1981,,2.0
Tim,2.0,1981,,2.0
Torquil,2.0,1981,,2.0
Usman,2.0,1981,,2.0
Victor,2.0,1981,,2.0
Vijay,2.0,1981,,2.0
Vikram,2.0,1981,,2.0
Vishal,2.0,1981,,2.0
Wallace,2.0,1981,,2.0
Yosef,2.0,1981,,2.0
Aaran,1.0,1981,,1.0
Abdur,1.0,1981,,1.0
Akram,1.0,1981,,1.0
Amjad,1.0,1981,,1.0
Amran,1.0,1981,,1.0
Amy,1.0,1981,94.0,95.0
Anas,1.0,1981,,1.0
Andres,1.0,1981,,1.0
Andy,1.0,1981,,1.0
Anees,1.0,1981,,1.0
Angelo,1.0,1981,,1.0
Anil,1.0,1981,,1.0
Alain,1.0,1981,,1.0
Alban,1.0,1981,,1.0
Alec,1.0,1981,,1.0
Alessandro,1.0,1981,,1.0
Alexandros,1.0,1981,,1.0
Alexis,1.0,1981,25.0,26.0
Alfred,1.0,1981,,1.0
Ali,1.0,1981,,1.0
Allyn,1.0,1981,,1.0
Alvin,1.0,1981,,1.0
Aman,1.0,1981,1.0,2.0
Stevie,2.0,1981,,2.0
Stevan,2.0,1981,,2.0
Stefano,2.0,1981,,2.0
Kelvin,2.0,1981,,2.0
Kerry,2.0,1981,222.0,224.0
Kristian,2.0,1981,1.0,3.0
Lance,2.0,1981,,2.0
Lauchlan,2.0,1981,,2.0
Leighton,2.0,1981,,2.0
Levi,2.0,1981,,2.0
Loren,2.0,1981,,2.0
Luigi,2.0,1981,,2.0
Lyle,2.0,1981,,2.0
Mahmood,2.0,1981,,2.0
Majid,2.0,1981,,2.0
Man,2.0,1981,,2.0
Marshall,2.0,1981,1.0,3.0
Marvin,2.0,1981,,2.0
Keiron,2.0,1981,,2.0
Max,2.0,1981,,2.0
Kam,2.0,1981,,2.0
John-Paul,2.0,1981,,2.0
Gabriel,2.0,1981,,2.0
Giancarlo,2.0,1981,,2.0
Giovanni,2.0,1981,,2.0
Howard,2.0,1981,,2.0
Irfan,2.0,1981,,2.0
Irvin,2.0,1981,,2.0
Irvine,2.0,1981,,2.0
Isaac,2.0,1981,,2.0
Ivor,2.0,1981,,2.0
Jacky,2.0,1981,1.0,3.0
Jake,2.0,1981,,2.0
Jamal,2.0,1981,,2.0
Jeff,2.0,1981,,2.0
Jimmy,2.0,1981,,2.0
Johnnie,2.0,1981,,2.0
Maximilian,2.0,1981,,2.0
Melville,2.0,1981,,2.0
Miles,2.0,1981,,2.0
Ronan,2.0,1981,,2.0
Ruaraidh,2.0,1981,,2.0
Sanjay,2.0,1981,,2.0
Shahbaz,2.0,1981,,2.0
Shahid,2.0,1981,,2.0
Shahzad,2.0,1981,,2.0
Shan,2.0,1981,,2.0
Shawn,2.0,1981,,2.0
Shazad,2.0,1981,,2.0
Sheridan,2.0,1981,1.0,3.0
Sohail,2.0,1981,,2.0
Rognvald,2.0,1981,,2.0
Rodney,2.0,1981,,2.0
Rocco,2.0,1981,,2.0
Rob,2.0,1981,,2.0
Mirza,2.0,1981,,2.0
Mohsin,2.0,1981,,2.0
Morris,2.0,1981,,2.0
Murdoch,2.0,1981,,2.0
Nathaniel,2.0,1981,,2.0
Naveed,2.0,1981,,2.0
Anson,1.0,1981,,1.0
Osama,2.0,1981,,2.0
Quentin,2.0,1981,,2.0
Rakesh,2.0,1981,,2.0
Razwan,2.0,1981,,2.0
Reece,2.0,1981,,2.0
Rian,2.0,1981,,2.0
Richie,2.0,1981,,2.0
Rizwan,2.0,1981,,2.0
Anton,1.0,1981,,1.0
Curtis,1.0,1981,,1.0
Damon,1.0,1981,,1.0
Daniela,1.0,1981,3.0,4.0
Danilo,1.0,1981,,1.0
Dannie,1.0,1981,,1.0
Dante,1.0,1981,,1.0
Darach,1.0,1981,,1.0
Daragh,1.0,1981,,1.0
Darien,1.0,1981,,1.0
Darnell,1.0,1981,,1.0
Darroch,1.0,1981,,1.0
Cristopher,1.0,1981,,1.0
Daryn,1.0,1981,,1.0
Corey,1.0,1981,,1.0
Connor,1.0,1981,,1.0
Christophe,1.0,1981,,1.0
Cian,1.0,1981,,1.0
Clarke,1.0,1981,,1.0
Clint,1.0,1981,,1.0
Cody,1.0,1981,,1.0
Coll,1.0,1981,,1.0
Collin,1.0,1981,,1.0
Colm,1.0,1981,,1.0
Colum,1.0,1981,,1.0
Conrad,1.0,1981,,1.0
Dave,1.0,1981,,1.0
Donny,1.0,1981,,1.0
Dugald,1.0,1981,,1.0
Eddy,1.0,1981,,1.0
Edgar,1.0,1981,,1.0
Ehsan,1.0,1981,,1.0
Eion,1.0,1981,,1.0
Eli,1.0,1981,,1.0
Ellis,1.0,1981,2.0,3.0
Donnie,1.0,1981,,1.0
Davy,1.0,1981,,1.0
Dee,1.0,1981,11.0,12.0
Del,1.0,1981,,1.0
Dene,1.0,1981,,1.0
Dereck,1.0,1981,,1.0
Dermot,1.0,1981,,1.0
Deon,1.0,1981,,1.0
Forbes,2.0,1981,,2.0
Ching,1.0,1981,2.0,3.0
Azad,1.0,1981,,1.0
Azeem,1.0,1981,,1.0
Azhar,1.0,1981,,1.0
Aziz,1.0,1981,,1.0
Balal,1.0,1981,,1.0
Barnabas,1.0,1981,,1.0
Beinn,1.0,1981,,1.0
Axel,1.0,1981,,1.0
Benedict,1.0,1981,,1.0
Awais,1.0,1981,,1.0
Arif,1.0,1981,,1.0
Aron,1.0,1981,,1.0
Arun,1.0,1981,,1.0
Asa,1.0,1981,1.0,2.0
Asim,1.0,1981,,1.0
Atholl,1.0,1981,,1.0
Austen,1.0,1981,,1.0
Benn,1.0,1981,,1.0
Carey,1.0,1981,,1.0
Carlos,1.0,1981,,1.0
Cary,1.0,1981,,1.0
Catherine,1.0,1981,214.0,215.0
Cem,1.0,1981,,1.0
Chen,1.0,1981,,1.0
Calvin,1.0,1981,,1.0
Caleb,1.0,1981,,1.0
Billie,1.0,1981,,1.0
Bjorn,1.0,1981,,1.0
Bobbi,1.0,1981,1.0,2.0
Bobbie,1.0,1981,1.0,2.0
Brandon,1.0,1981,,1.0
Brenden,1.0,1981,,1.0
Brendon,1.0,1981,,1.0
Fintan,2.0,1981,,2.0
Eugene,2.0,1981,,2.0
Darryl,8.0,1981,,8.0
Dennis,8.0,1981,,8.0
Guy,8.0,1981,,8.0
Innes,8.0,1981,,8.0
Lloyd,8.0,1981,,8.0
Neill,8.0,1981,,8.0
Rikki,8.0,1981,,8.0
Sam,8.0,1981,,8.0
Stefan,8.0,1981,,8.0
Aidan,7.0,1981,,7.0
Arthur,7.0,1981,,7.0
Bryce,7.0,1981,,7.0
Danny,7.0,1981,,7.0
Duane,7.0,1981,,7.0
Frederick,7.0,1981,,7.0
Carl,8.0,1981,,8.0
Glen,7.0,1981,,7.0
Archie,8.0,1981,,8.0
Roger,9.0,1981,,9.0
Lindsay,10.0,1981,167.0,177.0
Omar,10.0,1981,,10.0
Ritchie,10.0,1981,,10.0
Ronnie,10.0,1981,,10.0
Alister,9.0,1981,,9.0
Clark,9.0,1981,,9.0
Crawford,9.0,1981,,9.0
Imran,9.0,1981,1.0,10.0
Jack,9.0,1981,,9.0
Jay,9.0,1981,3.0,12.0
Jody,9.0,1981,10.0,19.0
Keir,9.0,1981,,9.0
Kevan,9.0,1981,,9.0
Leslie,9.0,1981,4.0,13.0
Maurice,9.0,1981,,9.0
Walter,9.0,1981,,9.0
Lawrence,10.0,1981,,10.0
Johnathan,7.0,1981,,7.0
Muhammad,7.0,1981,,7.0
Nicol,6.0,1981,,6.0
Ralph,6.0,1981,,6.0
Rhys,6.0,1981,,6.0
Roddy,6.0,1981,,6.0
Rowan,6.0,1981,12.0,18.0
Ruairidh,6.0,1981,,6.0
Steve,6.0,1981,,6.0
Tom,6.0,1981,,6.0
Tommy,6.0,1981,,6.0
Tristan,6.0,1981,,6.0
Wesley,6.0,1981,,6.0
Allen,5.0,1981,,5.0
Arron,5.0,1981,,5.0
Ashley,5.0,1981,160.0,165.0
Dario,5.0,1981,,5.0
Nadeem,6.0,1981,,6.0
Magnus,7.0,1981,,7.0
Moray,6.0,1981,,6.0
Kristofor,6.0,1981,,6.0
Nigel,7.0,1981,,7.0
Noel,7.0,1981,,7.0
Ranald,7.0,1981,,7.0
Ray,7.0,1981,,7.0
Ricky,7.0,1981,,7.0
Ruari,7.0,1981,,7.0
Terry,7.0,1981,,7.0
Wai,7.0,1981,1.0,8.0
Austin,6.0,1981,,6.0
Carlo,6.0,1981,,6.0
Don,6.0,1981,,6.0
Dougal,6.0,1981,,6.0
Edwin,6.0,1981,,6.0
Finlay,6.0,1981,,6.0
Jim,6.0,1981,,6.0
Mitchell,6.0,1981,,6.0
Laurie,10.0,1981,11.0,21.0
Kristofer,10.0,1981,,10.0
Desmond,10.0,1981,,10.0
Mohammad,21.0,1981,,21.0
Nathan,21.0,1981,,21.0
Owen,21.0,1981,,21.0
Bernard,20.0,1981,,20.0
Hamish,20.0,1981,,20.0
Robbie,20.0,1981,,20.0
Campbell,19.0,1981,,19.0
Eric,19.0,1981,,19.0
Gregg,19.0,1981,,19.0
Jordan,19.0,1981,2.0,21.0
Shane,19.0,1981,,19.0
Antony,18.0,1981,,18.0
Frank,18.0,1981,,18.0
Nicky,18.0,1981,,18.0
Kristopher,17.0,1981,,17.0
Leon,21.0,1981,,21.0
Terence,17.0,1981,,17.0
Drew,21.0,1981,,21.0
Phillip,22.0,1981,,22.0
Barrie,36.0,1981,,36.0
Gerald,36.0,1981,,36.0
Mohammed,34.0,1981,,34.0
Rory,34.0,1981,1.0,35.0
Dominic,31.0,1981,,31.0
Adrian,29.0,1981,,29.0
Jon,28.0,1981,,28.0
Kieran,27.0,1981,,27.0
Roy,25.0,1981,,25.0
